	0	1	2	3	4	5	6	7	8	9	10	11
10	2790251	Способ изготовления профиля D-образной формы из плоской металлической полосы	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2790251&TypeFile=html	Карпов Максим Николаевич (RU)	B21D5/12	QZ4A Внесение изменений в зарегистрированный договор	12.10.2022 РД0410919	Карпов Максим Николаевич (RU)	"Общество с ограниченной ответственностью ""НПП КуйбышевТелеком – Метрология"" (RU)"	лицензионный   Дата внесения записи в Государственный реестр: 11.05.2023         Дата публикации и номер бюллетеня: 11.05.2023 Бюл. №14	no_data	no_data
11	2784799	ТАМПОНАЖНО-ИНЪЕКЦИОННЫЙ ГИДРОИЗОЛЯЦИОННЫЙ МАТЕРИАЛ ДЛЯ ОПЕРАЦИЙ ЦЕМЕНТИРОВАНИЯ В ПОДЗЕМНЫХ ФОРМАЦИЯХ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2784799&TypeFile=html	Мошков Игорь Розаинович (RU)	C09K8/42	QB4A Государственная регистрация предоставления права использования по договору	04.05.2023 РД0430592	Мошков Игорь Розаинович (RU)	"Общество с ограниченной ответственностью ПРОИЗВОДСТВЕННАЯ КОМПАНИЯ ""ШПАТЛЕР"" (RU)"	лицензионный	неисключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе
12	2784799	ТАМПОНАЖНО-ИНЪЕКЦИОННЫЙ ГИДРОИЗОЛЯЦИОННЫЙ МАТЕРИАЛ ДЛЯ ОПЕРАЦИЙ ЦЕМЕНТИРОВАНИЯ В ПОДЗЕМНЫХ ФОРМАЦИЯХ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2784799&TypeFile=html	Мошков Игорь Розаинович (RU)	C09K8/42	QB4A Государственная регистрация предоставления права использования по договору	04.05.2023 РД0430593	Мошков Игорь Розаинович (RU)	"Общество с ограниченной ответственностью ""ГЕОЦЕМ"" (RU)"	лицензионный	неисключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе
13	2784799	ТАМПОНАЖНО-ИНЪЕКЦИОННЫЙ ГИДРОИЗОЛЯЦИОННЫЙ МАТЕРИАЛ ДЛЯ ОПЕРАЦИЙ ЦЕМЕНТИРОВАНИЯ В ПОДЗЕМНЫХ ФОРМАЦИЯХ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2784799&TypeFile=html	Мошков Игорь Розаинович (RU)	C09K8/42	QB4A Государственная регистрация предоставления права использования по договору	27.06.2023 РД0435582	Мошков Игорь Розаинович (RU)	"Общество с ограниченной ответственностью ""ТЕРРА ТЕХНОЛОДЖИ"" (RU)"	лицензионный	неисключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе
14	2797334	Способ биогибридного скрининга рака легкого, рака желудка, сахарного диабета и туберкулеза легких по выдыхаемому обследуемым воздуху	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2797334&TypeFile=html	Российская Федерация, от имени которой выступает ФОНД ПЕРСПЕКТИВНЫХ ИССЛЕДОВАНИЙ (RU)	A61B5/08	QB4A Государственная регистрация предоставления права использования по договору	07.08.2023 РД0439688	Российская Федерация, от имени которой выступает Фонд перспективных исследований (RU)	"Федеральное государственное автономное образовательное учреждение высшего образования ""Южный федеральный университет"" (RU)"	лицензионный	неисключительная лицензия сроком на 3 года на территории РФ.	нет данных об адресе
15	2781972	Кабельная система для установки добычи нефти	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2781972&TypeFile=html	Паньков Алексей Николаевич (RU),Попов Алексей Александрович (RU),Голубцов Александр Вячеславович (RU)	E21B36/04	QB4A Государственная регистрация предоставления права использования по договору	15.03.2023 РД0425588	Паньков Алексей Николаевич (RU), Попов Алексей Александрович (RU), Голубцов Александр Вячеславович (RU)	"Общество с ограниченной ответственностью ""Научно-производственное объединение ""ПермНефтеГаз"" (RU)"	лицензионный	исключительная лицензия на срок до 20.04.2042 на территории РФ.	нет данных об адресе
16	2777133	Мягкий контейнер для хранения и транспортировки предметов под водой	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2777133&TypeFile=html	"Общество с ограниченной ответственностью ""МЕЖДУНАРОДНЫЙ КОНСАЛТИНГ И БЕЗОПАСНОСТЬ"" (ООО ""МКБ"") (RU)"	B63C11/02	QB4A Государственная регистрация предоставления права использования по договору	12.08.2022 РД0405273	"Общество с ограниченной ответственностью ""МЕЖДУНАРОДНЫЙ КОНСАЛТИНГ И БЕЗОПАСНОСТЬ"" (RU)"	"Общество с ограниченной ответственностью ""Технология"" (RU)"	лицензионный	неисключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе
17	2777133	Мягкий контейнер для хранения и транспортировки предметов под водой	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2777133&TypeFile=html	"Общество с ограниченной ответственностью ""МЕЖДУНАРОДНЫЙ КОНСАЛТИНГ И БЕЗОПАСНОСТЬ"" (ООО ""МКБ"") (RU)"	B63C11/02	QZ4A Внесение изменений в зарегистрированный договор	12.08.2022 РД0405273	"Общество с ограниченной ответственностью ""МЕЖДУНАРОДНЫЙ КОНСАЛТИНГ И БЕЗОПАСНОСТЬ"" (RU)"	"Общество с ограниченной ответственностью ""Технология"" (RU)"	лицензионный   Дата внесения записи в Государственный реестр: 11.10.2022         Дата публикации и номер бюллетеня: 11.10.2022 Бюл. №29	no_data	no_data
18	2779662	Гермочехол для транспортировки и хранения ружья подводного охотника	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2779662&TypeFile=html	"Общество с ограниченной ответственностью ""МЕЖДУНАРОДНЫЙ КОНСАЛТИНГ И БЕЗОПАСНОСТЬ"" (ООО ""МКБ"") (RU)"	B65D30/24	QZ4A Внесение изменений в зарегистрированный договор	12.08.2022 РД0405273	"Общество с ограниченной ответственностью ""МЕЖДУНАРОДНЫЙ КОНСАЛТИНГ И БЕЗОПАСНОСТЬ"" (RU)"	"Общество с ограниченной ответственностью ""Технология"" (RU)"	лицензионный   Дата внесения записи в Государственный реестр: 11.10.2022         Дата публикации и номер бюллетеня: 11.10.2022 Бюл. №29	no_data	no_data
19	2787040	Гистологический способ исследования морфологии иксодовых клещей рода Dermacentor	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2787040&TypeFile=html	"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Ставропольский государственный аграрный университет"" (RU)"	A01N37/02	QB4A Государственная регистрация предоставления права использования по договору	11.07.2023 РД0437257	"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Ставропольский государственный аграрный университет"" (RU)"	Попков Игорь Анатольевич (RU)	лицензионный	неисключительная лицензия сроком на 5 лет на территории РФ.	нет данных об адресе
20	2787041	Органоминеральный препарат для некорневой подкормки подсолнечника	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2787041&TypeFile=html	"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Ставропольский государственный аграрный университет"" (RU)"	C05D9/00	QB4A Государственная регистрация предоставления права использования по договору	11.07.2023 РД0437255	"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Ставропольский государственный аграрный университет"" (RU)"	Попков Игорь Анатольевич (RU)	лицензионный	неисключительная лицензия сроком на 5 лет на территории РФ.	нет данных об адресе
21	2783123	Инвертно-эмульсионный буровой раствор	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2783123&TypeFile=html	"Общество с ограниченной ответственностью ""ЛУКОЙЛ-Инжиниринг"" (ООО ""ЛУКОЙЛ-Инжиниринг"") (RU)"	C09K8/36	QB4A Государственная регистрация предоставления права использования по договору	10.02.2023 РД0422134	"Общество с ограниченной ответственностью ""ЛУКОЙЛ-Инжиниринг"" (RU)"	"Общество с ограниченной ответственностью ""КамаХимЭкс"" (RU)"	лицензионный	неисключительная лицензия на срок по 05.05.2042 на территории РФ.	нет данных об адресе
22	2783123	Инвертно-эмульсионный буровой раствор	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2783123&TypeFile=html	"Общество с ограниченной ответственностью ""ЛУКОЙЛ-Инжиниринг"" (ООО ""ЛУКОЙЛ-Инжиниринг"") (RU)"	C09K8/36	QZ4A Внесение изменений в зарегистрированный договор	31.03.2017 РД0219933	"Общество с ограниченной ответственностью ""ЛУКОЙЛ-Инжиниринг"" (RU)"	"Общество с ограниченной ответственностью ""Пермская сервисная компания ""Буртехнологии"" (RU)"	лицензионный   Дата внесения записи в Государственный реестр: 27.02.2023         Дата публикации и номер бюллетеня: 27.02.2023 Бюл. №6	no_data	no_data
23	2783123	Инвертно-эмульсионный буровой раствор	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2783123&TypeFile=html	"Общество с ограниченной ответственностью ""ЛУКОЙЛ-Инжиниринг"" (ООО ""ЛУКОЙЛ-Инжиниринг"") (RU)"	C09K8/36	QZ4A Внесение изменений в зарегистрированный договор	11.12.2017 РД0239163	"Общество с ограниченной ответственностью ""ЛУКОЙЛ-Инжиниринг"" (RU)"	"Акционерное общество Научно-исследовательский центр ""Энергоресурс"" (RU)"	лицензионный   Дата внесения записи в Государственный реестр: 25.04.2023         Дата публикации и номер бюллетеня: 25.04.2023 Бюл. №12	no_data	no_data
24	2783123	Инвертно-эмульсионный буровой раствор	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2783123&TypeFile=html	"Общество с ограниченной ответственностью ""ЛУКОЙЛ-Инжиниринг"" (ООО ""ЛУКОЙЛ-Инжиниринг"") (RU)"	C09K8/36	QZ4A Внесение изменений в зарегистрированный договор	12.09.2022 РД0407859	"Общество с ограниченной ответственностью ""ЛУКОЙЛ-Инжиниринг"" (RU)"	"Общество с ограниченной ответственностью ""ИСК ""ПетроИнжиниринг"" (RU)"	лицензионный   Дата внесения записи в Государственный реестр: 15.06.2023         Дата публикации и номер бюллетеня: 15.06.2023 Бюл. №17	no_data	no_data
25	2792390	Состав на основе сшитой полимерной системы для ограничения водопритока в добывающих скважинах и выравнивания профиля приемистости в нагнетательных скважинах	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2792390&TypeFile=html	"Общество с ограниченной ответственностью ""ЛУКОЙЛ-Инжиниринг"" (RU)"	C09K8/508	QB4A Государственная регистрация предоставления права использования по договору	21.09.2023 РД0444104	"Общество с ограниченной ответственностью ""ЛУКОЙЛ-Инжиниринг"" (RU)"	"Общество с ограниченной ответственностью ""НефтеПром Сервис"" (RU)"	лицензионный	неисключительная лицензия на срок по 27.06.2041 на территории РФ.	нет данных об адресе
26	2782280	МОБИЛЬНЫЙ КОНТЕЙНЕР ДЛЯ ХРАНЕНИЯ И РАЗДАЧИ ЖИДКОСТИ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2782280&TypeFile=html	Индивидуальный Предприниматель ПОДХАЛЮЗИН СЕРГЕЙ ПЕТРОВИЧ (ИП Подхалюзин С.П.) (RU)	B60S5/02	QB4A Государственная регистрация предоставления права использования по договору	11.11.2022 РД0413838	Подхалюзин Сергей Петрович (RU)	"Общество с ограниченной ответственностью ""ТЕХПАРТНЕР"" (RU)"	лицензионный	исключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе
27	2797240	СПОСОБ НАВИГАЦИИ И ИЗМЕРЕНИЯ РАССТОЯНИЙ В ПРОТЯЖЕННЫХ ОБЪЕКТАХ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2797240&TypeFile=html	Федосов Дмитрий Витальевич (RU)	G01S17/06	QB4A Государственная регистрация предоставления права использования по договору	18.10.2023 РД0446682	Федосов Дмитрий Витальевич (RU)	"Научно-производственное общество с ограниченной ответственностью ""КВ-СВЯЗЬ"" (RU)"	лицензионный	неисключительная лицензия на срок до 30.06.2026 на территории РФ.	нет данных об адресе
28	2787257	Боксерский комплекс с нерегулируемой амплитудой	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2787257&TypeFile=html	Маркелов Вадим Евгеньевич (RU)	A63B69/34	QB4A Государственная регистрация предоставления права использования по договору	01.06.2023 РД0433430	Маркелов Вадим Евгеньевич (RU)	Маркелов Ян Вадимович (RU)	лицензионный	исключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе
29	2792490	АКСИАЛЬНО-ПЛУНЖЕРНЫЙ НАСОС С РЕКУПЕРАЦИЕЙ ЭНЕРГИИ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2792490&TypeFile=html	Фомин Владимир Федорович (RU)	F04B1/20	QB4A Государственная регистрация предоставления права использования по договору	07.07.2023 РД0436987	Фомин Владимир Фёдорович (RU)	"Общество с ограниченной ответственностью ""Волнар"" (RU)"	лицензионный	неисключительная лицензия на срок до 03.04.2026 на территории РФ.	нет данных об адресе
30	2788245	РУЛЕВОЙ МЕХАНИЗМ ДЛЯ ВЕЗДЕХОДА И ГИДРАВЛИЧЕСКАЯ РУЛЕВАЯ СИСТЕМА С ТАКИМ РУЛЕВЫМ МЕХАНИЗМОМ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2788245&TypeFile=html	Саморуков Сергей Александрович (RU)	B62D5/06	QB4A Государственная регистрация предоставления права использования по договору	27.06.2023 РД0435570	Саморуков Сергей Александрович (RU)	"Общество с ограниченной ответственностью ""Центр разработки и конструирования вездеходов"" (RU)"	лицензионный	неисключительная лицензия на срок до 18.05.2042 на территории РФ.	нет данных об адресе
31	2797635	ВИРТУАЛЬНЫЙ СИМУЛЯТОР ЭПИДУРАЛЬНОЙ АНЕСТЕЗИИ И СПИННОМОЗГОВОЙ ПУНКЦИИ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2797635&TypeFile=html	"Общество с ограниченной ответственностью ""ЛАБОРАТОРИЯ ВИРТУАЛЬНЫХ СИСТЕМ"" (ООО ""ЛВС"") (RU)"	A61M19/00	QB4A Государственная регистрация предоставления права использования по договору	05.10.2023 РД0445554	"Общество с ограниченной ответственностью ""ЛАБОРАТОРИЯ ВИРТУАЛЬНЫХ СИСТЕМ"" (RU)"	"Общество с ограниченной ответственностью ""МЕЖДУНАРОДНАЯ АКАДЕМИЯ КОНСАЛТИНГА, АУДИТА И ОБРАЗОВАНИЯ"" (RU)"	лицензионный	неисключительная лицензия сроком на 2 года на территории РФ.	нет данных об адресе
32	2784386	Установка для обеззараживания почвы паром	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2784386&TypeFile=html	"федеральное государственное бюджетное образовательное учреждение высшего образования ""Самарский государственный аграрный университет"" (RU)"	A01G11/00	QB4A Государственная регистрация предоставления права использования по договору	28.06.2023 РД0435996	"федеральное государственное бюджетное образовательное учреждение высшего образования ""Самарский государственный аграрный университет"" (RU)"	"Общество с ограниченной ответственностью ""Агростар"" (RU)"	лицензионный	неисключительная лицензия на срок до 15.12.2032 на территории РФ.	нет данных об адресе
33	2789113	ПОВОРОТНОЕ УСТРОЙСТВО	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2789113&TypeFile=html	Назаров Эдуард Борисович (RU)	F02C7/00	QB4A Государственная регистрация предоставления права использования по договору	21.09.2023 РД0444185	Назаров Эдуард Борисович (RU)	"Общество с ограниченной ответственностью ""Волга-Энергогаз"" (RU)"	лицензионный	неисключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе
34	2796991	СИСТЕМА ШУМОГЛУШЕНИЯ ВЫХЛОПНОГО УСТРОЙСТВА ГАЗОПЕРЕКАЧИВАЮЩЕГО АГРЕГАТА	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2796991&TypeFile=html	Назаров Эдуард Борисович (RU)	F01N1/24	QB4A Государственная регистрация предоставления права использования по договору	21.09.2023 РД0444184	Назаров Эдуард Борисович (RU)	"Общество с ограниченной ответственностью ""Волга-Энергогаз"" (RU)"	лицензионный	неисключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе
35	2783642	СПОСОБ СТИМУЛЯЦИИ РЕПАРАТИВНОГО ОСТЕОГЕНЕЗА В ЭКСПЕРИМЕНТЕ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2783642&TypeFile=html	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""КУБАНСКИЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ (ФГБОУ ВО КубГМУ Минздрава России) (RU)"	G09B23/28	QB4A Государственная регистрация предоставления права использования по договору	17.05.2023 РД0431509	"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Кубанский государственный медицинский университет"" Министерства здравоохранения Российской Федерации (RU)"	"Общество с ограниченной ответственностью ""МНОГОПРОФИЛЬНАЯ КЛИНИКА ""В НАДЁЖНЫХ РУКАХ"" (RU)"	лицензионный	неисключительная лицензия на срок действия исключительного права на территории РФ.	нет данных об адресе
36	2796878	НАВЕСНОЙ ФАСАД	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2796878&TypeFile=html	Мотяев Михаил Александрович (RU),Королев Павел Евгеньевич (RU)	E04F13/23	QB4A Государственная регистрация предоставления права использования по договору	15.09.2023 РД0443429	Мотяев Михаил Александрович (RU), Королев Павел Евгеньевич (RU)	"Общество с ограниченной ответственностью ""Юкон Инжиниринг"" (RU)"	лицензионный	исключительная лицензия на срок действия исключительного права на территории РФ.	нет данных об адресе
37	2783465	Состав для изоляции обводненных интервалов пласта и ликвидации негерметичностей эксплуатационных колонн	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2783465&TypeFile=html	"Общество с ограниченной ответственностью ""ЛУКОЙЛ-Инжиниринг"" (RU)"	E21B33/138	QB4A Государственная регистрация предоставления права использования по договору	21.09.2023 РД0444104	"Общество с ограниченной ответственностью ""ЛУКОЙЛ-Инжиниринг"" (RU)"	"Общество с ограниченной ответственностью ""НефтеПром Сервис"" (RU)"	лицензионный	неисключительная лицензия на срок по 27.06.2041 на территории РФ.	нет данных об адресе
38	2778991	Способ мануальной терапии при реабилитации пациентов после коронавирусной пневмонии	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2778991&TypeFile=html	"Федеральное государственное бюджетное учреждение ""Национальный медицинский исследовательский центр реабилитации и курортологии"" Министерства здравоохранения Российской Федерации (ФГБУ ""НМИЦ РК"" Минздрава России) (RU)"	A61H1/00	QB4A Государственная регистрация предоставления права использования по договору	20.12.2022 РД0417527	Федеральное государственное бюджетное учреждение «Национальный медицинский исследовательский центр реабилитации и курортологии» Министерства здравоохранения Российской Федерации (RU)	Федеральное государственное бюджетное учреждение «НМИЦ ВМТ им. А.А. Вишневского» Министерства обороны Российской Федерации (RU)	лицензионный	неисключительная лицензия сроком на 3 года на территории РФ.	нет данных об адресе
39	2795396	Способ восстановления конгруэнтности в тазобедренном суставе при открытом вправлении бедра у детей	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2795396&TypeFile=html	"Федеральное Государственное Бюджетное Учреждение ""Национальный медицинский исследовательский центр детской травматологии и ортопедии имени Г.И. Турнера"" Министерства здравоохранения Российской Федерации (RU)"	A61B17/56	QB4A Государственная регистрация предоставления права использования по договору	29.08.2023 РД0441828	"Федеральное государственное бюджетное учреждение ""Национальный медицинский исследовательский центр детской травматологии и ортопедии имени Г.И. Турнера"" Министерства здравоохранения Российской Федерации (RU)"	"Федеральное государственное бюджетное учреждение ""Федеральный центр травматологии, ортопедии и эндопротезирования"" Министерства здравоохранения Российской Федерации (г. Чебоксары) (RU)"	лицензионный	неисключительная лицензия сроком на 2 года на территории РФ.	нет данных об адресе
40	2787297	ЭЛЕКТРОМОЛОТОК	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2787297&TypeFile=html	"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Ставропольский государственный аграрный университет"" (RU)"	B25D11/06	QB4A Государственная регистрация предоставления права использования по договору	11.07.2023 РД0437253	"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Ставропольский государственный аграрный университет"" (RU)"	Попков Игорь Анатольевич (RU)	лицензионный	неисключительная лицензия сроком на 5 лет на территории РФ.	нет данных об адресе
