	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93
10	2694025	СИСТЕМА АГРЕГАЦИИ СЕТЕВЫХ ДАННЫХ В КОМПЬЮТЕРНЫХ СЕТЯХ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2694025&TypeFile=html	Марченков Алексей Александрович (RU),Есин Антон Анатольевич (RU)	H04L12/891	QB4A Государственная регистрация предоставления права использования по договору	06.04.2022 РД0393353	Марченков Алексей Александрович (RU), Есин Антон Анатольевич (RU)	"Акционерное общество ""МирВайФай"" (RU)"	лицензионный	неисключительная лицензия сроком на 3 года на территории РФ.	нет данных об адресе																																																																																		
11	2695397	СПОСОБ ПОЛУЧЕНИЯ БРИКЕТОВ ТИТАНОВЫХ С ФЛЮСОМ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2695397&TypeFile=html	"Публичное акционерное общество ""Корпорация ВСМПО-АВИСМА"" (RU)"	B22F3/02	QB4A Государственная регистрация предоставления права использования по договору	16.03.2023 РД0425752	"Публичное акционерное общество ""Корпорация ВСМПО-АВИСМА"" (RU)"	"Общество с ограниченной ответственностью ""АВИСМА"" (RU)"	лицензионный	неисключительная лицензия на срок до 03.11.2041 на территории РФ.	нет данных об адресе																																																																																		
12	2697160	СУВАЛЬДНЫЙ МЕХАНИЗМ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2697160&TypeFile=html	Иванов Станислав Михайлович (RU)	E05B25/00	QB4A Государственная регистрация предоставления права использования по договору	26.08.2020 РД0339340	Иванов Станислав Михайлович (RU)	"Общество с ограниченной ответственностью ""ПОЛИВЕКТОР"" (RU)"	лицензионный	исключительная лицензия сроком на 5 лет на территории РФ.	нет данных об адресе																																																																																		
13	2697160	СУВАЛЬДНЫЙ МЕХАНИЗМ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2697160&TypeFile=html	Иванов Станислав Михайлович (RU)	E05B25/00	QZ4A Внесение изменений в зарегистрированный договор	26.08.2020 РД0339340	Иванов Станислав Михайлович (RU)	"Общество с ограниченной ответственностью ""ПОЛИВЕКТОР"" (RU)"	лицензионный   Дата внесения записи в Государственный реестр: 22.06.2022         Дата публикации и номер бюллетеня: 22.06.2022 Бюл. №18	no_data	no_data																																																																																		
14	2697259	УСТРОЙСТВО ДЛЯ ПОФАЗНОЙ КОМПЕНСАЦИИ РЕАКТИВНОЙ МОЩНОСТИ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2697259&TypeFile=html	"Федеральное государственное автономное образовательное учреждение высшего образования ""Сибирский федеральный университет"" (RU)"	H02J3/18	QB4A Государственная регистрация предоставления права использования по договору	04.12.2020 РД0348245	"Федеральное государственное автономное образовательное учреждение высшего образования ""Сибирский федеральный университет"" (RU)"	"Общество с ограниченной ответственностью ""Торговый дом Енисейпром"" (RU)"	лицензионный	неисключительная лицензия на срок до 27.02.2024 на территории РФ.	нет данных об адресе																																																																																		
15	2697416	Способ определения реологических характеристик и длительной прочности материалов	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2697416&TypeFile=html	Торопецкий Константин Викторович (RU),Борисова Юлия Сергеевна (RU)	G01N3/08	QB4A Государственная регистрация предоставления права использования по договору	26.10.2021 РД0378675	Торопецкий Константин Викторович (RU), Борисова Юлия Сергеевна (RU)	"Общество с ограниченной ответственностью ""НовосибирскНИПИнефть"" (RU)"	лицензионный	неисключительная лицензия сроком на 3 года на территории РФ.	нет данных об адресе																																																																																		
16	2697416	Способ определения реологических характеристик и длительной прочности материалов	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2697416&TypeFile=html	Торопецкий Константин Викторович (RU),Борисова Юлия Сергеевна (RU)	G01N3/08	QZ4A Внесение изменений в зарегистрированный договор	26.10.2021 РД0378675	Торопецкий Константин Викторович (RU), Борисова Юлия Сергеевна (RU)	"Общество с ограниченной ответственностью ""НовосибирскНИПИнефть"" (RU)"	лицензионный   Дата внесения записи в Государственный реестр: 21.03.2023         Дата публикации и номер бюллетеня: 21.03.2023 Бюл. №9	no_data	no_data																																																																																		
17	2697464	НАРУЖНОЕ ПОЛИУРЕТАНОВОЕ ДВУХКОМПОНЕНТНОЕ ЗАЩИТНОЕ ПОКРЫТИЕ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2697464&TypeFile=html	"Общество с ограниченной ответственностью ""Чусовской завод по восстановлению труб"" (RU)"	C09D175/04	QB4A Государственная регистрация залога (последующего залога) исключительного права по договору	15.02.2021 РД0355004	"Общество с ограниченной ответственностью ""Чусовской завод по восстановлению труб"" (RU)"	"Акционерное общество ""Российский Банк поддержки малого и среднего предпринимательства"" (RU)"	о залоге исключительного права		no_data																																																																																		
18	2697472	Способ термоокислительного коксования и устройство для его осуществления	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2697472&TypeFile=html	Адыгезалов Сергей Айдынович (RU)	C10B49/00	QB4A Государственная регистрация предоставления права использования по договору	31.01.2020 РД0323959	Адыгезалов Сергей Айдынович (RU)	"Общество с ограниченной ответственностью ""Сибирский Топливно Энергетический Комплекс"" (RU)"	лицензионный	неисключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе																																																																																		
19	2697848	Способ получения 5,8-(бис(метилен(N,N-диметил-N-додециламмоний))-2-этил-4H-[1,3]диоксино[4,5-c]пиридиний дихлорида	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2697848&TypeFile=html	"федеральное государственное автономное образовательное учреждение высшего образования ""Казанский (Приволжский) федеральный университет"" (ФГАОУ ВО КФУ) (RU)"	C07D491/056	QB4A Государственная регистрация предоставления права использования по договору	16.12.2019 РД0319928	"федеральное государственное автономное образовательное учреждение высшего образования ""Казанский (Приволжский) федеральный университет"" (RU)"	"Акционерное общество ""Татхимфармпрепараты"" (RU)"	лицензионный	исключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе																																																																																		
20	2698224	УСТРОЙСТВО ДЛЯ ОТВЕРЖДЕНИЯ ВВЕДЕННОГО В ТРУБОПРОВОД ПОЛИМЕРНОГО РУКАВА	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2698224&TypeFile=html	ЯВОРСКИЙ Владимир Станиславович (RU),ФОФАНОВ Михаил Николаевич (RU),ЧЕЛАК Петр Вячеславович (RU)	F16L55/26	QB4A Государственная регистрация предоставления права использования по договору	18.03.2020 РД0328698	Яворский Владимир Станиславович (RU), Фофанов Михаил Николаевич (RU), Челак Петр Вячеславович (RU)	"Общество с ограниченной ответственностью ""РСТ"" (RU)"	лицензионный	исключительная лицензия сроком на 5 лет на территории РФ.	нет данных об адресе																																																																																		
21	2698335	КОНСТРУКТОР ИЗ КУБИКОВ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2698335&TypeFile=html	Комбаров Виктор Владимирович (RU)	A63H33/10	Открытая лицензия	no_data	Комбаров Виктор Владимирович (RU)	no_data	no_data	no_data	620028, г. Екатеринбург, ул. Фролова, 21, кв. 19, Комбарову В.В.																																																																																		
22	2698346	Контейнер для подачи ингибитора в скважину	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2698346&TypeFile=html	Кривцов Сергей Владимирович (RU),Ложкин Виктор Геннадьевич (RU),Семенцов Евгений Анатольевич (RU)	E21B37/06	QB4A Государственная регистрация предоставления права использования по договору	18.09.2020 РД0341220	Кривцов Сергей Владимирович (RU), Семенцов Евгений Анатольевич (RU), Ложкин Виктор Геннадьевич (RU)	"Общество с ограниченной ответственностью ""Нефтепромсервис-Пермь"" (RU)"	лицензионный	неисключительная лицензия на срок до 30.12.2029 на территории РФ.	нет данных об адресе																																																																																		
23	2698346	Контейнер для подачи ингибитора в скважину	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2698346&TypeFile=html	Кривцов Сергей Владимирович (RU),Ложкин Виктор Геннадьевич (RU),Семенцов Евгений Анатольевич (RU)	E21B37/06	QB4A Государственная регистрация предоставления права использования по договору	26.02.2021 РД0356239	Кривцов Сергей Владимирович (RU), Ложкин Виктор Геннадьевич (RU), Семенцов Евгений Анатольевич (RU)	"Общество с ограниченной ответственностью ""Новотекс"" (RU)"	лицензионный	неисключительная лицензия сроком на 5 лет на территории РФ.	нет данных об адресе																																																																																		
24	2698591	Устройство для централизованной автоблокировки с бесстыковыми рельсовыми цепями тональной частоты	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2698591&TypeFile=html	"Акционерное общество ""Научно-исследовательский и проектно-конструкторский институт информатизации, автоматизации и связи на железнодорожном транспорте"" (RU)"	B61L23/16	QB4A Государственная регистрация предоставления права использования по договору	12.03.2021 РД0357409	"Акционерное общество ""Научно-исследовательский и проектно-конструкторский институт информатизации, автоматизации и связи на железнодорожном транспорте"" (RU)"	"Открытое акционерное общество ""Объединенные электротехнические заводы"" (RU)"	лицензионный	неисключительная лицензия на срок до 31.12.2021 на территории РФ.	нет данных об адресе																																																																																		
25	2698591	Устройство для централизованной автоблокировки с бесстыковыми рельсовыми цепями тональной частоты	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2698591&TypeFile=html	"Акционерное общество ""Научно-исследовательский и проектно-конструкторский институт информатизации, автоматизации и связи на железнодорожном транспорте"" (RU)"	B61L23/16	QB4A Государственная регистрация предоставления права использования по договору	23.03.2022 РД0391754	"Акционерное общество ""Научно-исследовательский и проектно-конструкторский институт информатизации, автоматизации и связи на железнодорожном транспорте"" (RU)"	"Открытое акционерное общество ""Объединенные электротехнические заводы"" (RU)"	лицензионный	неисключительная лицензия на срок до 31.12.2022 на территории РФ.	нет данных об адресе																																																																																		
26	2698591	Устройство для централизованной автоблокировки с бесстыковыми рельсовыми цепями тональной частоты	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2698591&TypeFile=html	"Акционерное общество ""Научно-исследовательский и проектно-конструкторский институт информатизации, автоматизации и связи на железнодорожном транспорте"" (RU)"	B61L23/16	QB4A Государственная регистрация предоставления права использования по договору	20.04.2023 РД0429298	"Акционерное общество ""Научно-исследовательский и проектно-конструкторский институт информатизации, автоматизации и связи на железнодорожном транспорте"" (RU)"	"Открытое акционерное общество ""Объединенные электротехнические заводы"" (RU)"	лицензионный	неисключительная лицензия на срок до 31.12.2023 на территории РФ.	нет данных об адресе																																																																																		
27	2698663	Способ переработки вторичного сырья на основе полиэтилена, предназначенного для использования в антикоррозионном покрытии трубопроводов	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2698663&TypeFile=html	Дьячук Станислав Викторович (RU)	C08J11/06	QB4A Государственная регистрация предоставления права использования по договору	23.12.2020 РД0350198	Дьячук Станислав Викторович (RU)	"Общество с ограниченной ответственностью ""Метапласт"" (RU)"	лицензионный	неисключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе																																																																																		
28	2698663	Способ переработки вторичного сырья на основе полиэтилена, предназначенного для использования в антикоррозионном покрытии трубопроводов	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2698663&TypeFile=html	Дьячук Станислав Викторович (RU)	C08J11/06	QB4A Государственная регистрация предоставления права использования по договору	17.01.2023 РД0419816	Дьячук Станислав Викторович (RU)	"Общество с ограниченной ответственностью ""Группа компаний Русский полимер"" (RU)"	лицензионный	неисключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе																																																																																		
29	2698663	Способ переработки вторичного сырья на основе полиэтилена, предназначенного для использования в антикоррозионном покрытии трубопроводов	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2698663&TypeFile=html	Дьячук Станислав Викторович (RU)	C08J11/06	QB4A Государственная регистрация предоставления права использования по договору	17.01.2023 РД0419817	Дьячук Станислав Викторович (RU)	"Общество с ограниченной ответственностью ""МЕДВЕЖИЙ УГОЛ"" (RU)"	лицензионный	неисключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе																																																																																		
30	2698714	Ароматические хлорсодержащие сополиэфирсульфонкетоны и способ их получения	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2698714&TypeFile=html	"федеральное государственное бюджетное образовательное учреждение высшего образования ""Кабардино-Балкарский государственный университет им. Х.М. Бербекова"" (КБГУ) (RU)"	C08G65/48	QB4A Государственная регистрация предоставления права использования по договору	28.09.2020 РД0342103	"федеральное государственное бюджетное образовательное учреждение высшего образования ""Кабардино-Балкарский государственный университет им. Х.М. Бербекова"" (RU)"	"Акционерное общество ""КОМПОЗИТ"" (RU)"	лицензионный	неисключительная лицензия сроком на 5 лет на территории РФ.	нет данных об адресе																																																																																		
31	2698716	Ароматические огнестойкие сополиариленэфиркетоны и способ их получения	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2698716&TypeFile=html	"федеральное государственное бюджетное образовательное учреждение высшего образования ""Кабардино-Балкарский государственный университет им. Х.М. Бербекова"" (КБГУ) (RU)"	C08G65/40	QB4A Государственная регистрация предоставления права использования по договору	28.09.2020 РД0342103	"федеральное государственное бюджетное образовательное учреждение высшего образования ""Кабардино-Балкарский государственный университет им. Х.М. Бербекова"" (RU)"	"Акционерное общество ""КОМПОЗИТ"" (RU)"	лицензионный	неисключительная лицензия сроком на 5 лет на территории РФ.	нет данных об адресе																																																																																		
32	2698719	Ароматические сополиэфирсульфонкетоны и способ их получения	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2698719&TypeFile=html	"федеральное государственное бюджетное образовательное учреждение высшего образования ""Кабардино-Балкарский государственный университет им. Х.М. Бербекова"" (КБГУ) (RU)"	C08G75/20	QB4A Государственная регистрация предоставления права использования по договору	28.09.2020 РД0342103	"федеральное государственное бюджетное образовательное учреждение высшего образования ""Кабардино-Балкарский государственный университет им. Х.М. Бербекова"" (RU)"	"Акционерное общество ""КОМПОЗИТ"" (RU)"	лицензионный	неисключительная лицензия сроком на 5 лет на территории РФ.	нет данных об адресе																																																																																		
33	2698864	Система автономного электроснабжения	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2698864&TypeFile=html	"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Кубанский государственный технологический университет"" (ФГБОУ ВО ""КубГТУ"") (RU)"	F03D9/25	QB4A Государственная регистрация предоставления права использования по договору	28.05.2021 РД0364798	"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Кубанский государственный технологический университет"" (RU)"	"Общество с ограниченной ответственностью Научно-техническая компания ""Солнечный центр"" (RU)"	лицензионный	неисключительная лицензия сроком на 1 год на территории РФ.	нет данных об адресе																																																																																		
34	2699020	СПОСОБ ОЧИСТКИ ВЫСОКОКИПЯЩИХ УГЛЕВОДОРОДНЫХ ФРАКЦИЙ ОТ МЕРКАПТАНОВ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2699020&TypeFile=html	Ахмадуллина Альфия Гариповна (RU),Ахмадуллин Ренат Маратович (RU)	C10G19/02	QB4A Государственная регистрация предоставления права использования по договору	15.07.2020 РД0336461	Ахмадуллина Альфия Гариповна (RU)	"Общество с ограниченной ответственностью ""ПЕРВЫЙ ЗАВОД"" (RU)"	лицензионный	"неисключительная лицензия на срок действия патента на территории: РФ, ООО ""ПЕРВЫЙ ЗАВОД""."	нет данных об адресе																																																																																		
35	2699047	Способ определения биологического возраста трупа женщины	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2699047&TypeFile=html	"федеральное государственное бюджетное образовательное учреждение высшего образования ""Пермский государственный медицинский университет имени академика Е.А. Вагнера"" Министерства здравоохранения Российской Федерации (RU)"	G01N33/68	QB4A Государственная регистрация предоставления права использования по договору	30.01.2020 РД0323877	"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Пермский государственный медицинский университет имени академика Е.А. Вагнера"" Министерства здравоохранения Российской Федерации (RU)"	Козлова Марина Владимировна (RU)	лицензионный	неисключительная лицензия сроком на 3 года на территории: Пермский край.	нет данных об адресе																																																																																		
36	2699122	Сепарирующее устройство	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2699122&TypeFile=html	Салимгареев Руслан Ильдарович (RU),Шигапов Ильяс Масгутович (RU)	B01D45/12	QB4A Государственная регистрация предоставления права использования по договору	28.09.2021 РД0375816	Салимгареев Руслан Ильдарович (RU), Шигапов Ильяс Масгутович (RU)	"Общество с ограниченной ответственностью ""Нефтегазовые системы и технологии"" (RU)"	лицензионный	исключительная лицензия сроком на 5 лет; изготовление продукции на производственной площадке, расположенной в Республике Татарстан; предложение к продаже и продажу третьим лицам продукции на территории РФ.	нет данных об адресе																																																																																		
37	2699228	ГЕТЕРОГЕННЫЙ КАТАЛИЗАТОР ОКИСЛЕНИЯ НЕОРГАНИЧЕСКИХ И/ИЛИ ОРГАНИЧЕСКИХ СОЕДИНЕНИЙ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2699228&TypeFile=html	Кочетков Алексей Юрьевич (RU),Кочеткова Дарья Алексеевна (RU),Кочеткова Раиса Прохоровна (RU),Кочеткова Елена Юрьевна (RU)	B01J23/70	QB4A Государственная регистрация предоставления права использования по договору	10.03.2020 РД0327733	Кочеткова Дарья Алексеевна (RU)	"Общество с ограниченной ответственностью ""Катализ-Проект"" (RU)"	лицензионный	неисключительная лицензия сроком на 1 год на территории РФ.	нет данных об адресе																																																																																		
38	2699228	ГЕТЕРОГЕННЫЙ КАТАЛИЗАТОР ОКИСЛЕНИЯ НЕОРГАНИЧЕСКИХ И/ИЛИ ОРГАНИЧЕСКИХ СОЕДИНЕНИЙ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2699228&TypeFile=html	Кочетков Алексей Юрьевич (RU),Кочеткова Дарья Алексеевна (RU),Кочеткова Раиса Прохоровна (RU),Кочеткова Елена Юрьевна (RU)	B01J23/70	QB4A Государственная регистрация предоставления права использования по договору	18.08.2020 РД0338795	Кочеткова Елена Юрьевна (RU)	"Общество с ограниченной ответственностью ""НП ""Инновация"" (RU)"	лицензионный	неисключительная лицензия сроком на 1 год на территории РФ.	нет данных об адресе																																																																																		
