	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93
10	2772412	Биополимерный буровой раствор	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2772412&TypeFile=html	"Общество с ограниченной ответственностью ""ЛУКОЙЛ-Инжиниринг"" (ООО ""ЛУКОЙЛ-Инжиниринг"") (RU)"	C09K8/12	QZ4A Внесение изменений в зарегистрированный договор	11.12.2017 РД0239163	"Общество с ограниченной ответственностью ""ЛУКОЙЛ-Инжиниринг"" (RU)"	"Акционерное общество Научно-исследовательский центр ""Энергоресурс"" (RU)"	лицензионный   Дата внесения записи в Государственный реестр: 25.04.2023         Дата публикации и номер бюллетеня: 25.04.2023 Бюл. №12	no_data	no_data																																																																																		
11	2772412	Биополимерный буровой раствор	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2772412&TypeFile=html	"Общество с ограниченной ответственностью ""ЛУКОЙЛ-Инжиниринг"" (ООО ""ЛУКОЙЛ-Инжиниринг"") (RU)"	C09K8/12	QZ4A Внесение изменений в зарегистрированный договор	12.09.2022 РД0407859	"Общество с ограниченной ответственностью ""ЛУКОЙЛ-Инжиниринг"" (RU)"	"Общество с ограниченной ответственностью ""ИСК ""ПетроИнжиниринг"" (RU)"	лицензионный   Дата внесения записи в Государственный реестр: 15.06.2023         Дата публикации и номер бюллетеня: 15.06.2023 Бюл. №17	no_data	no_data																																																																																		
12	2775915	Бисквитный полуфабрикат безглютеновый и способ его приготовления	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2775915&TypeFile=html	"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Юго-Западный государственный университет"" (ЮЗГУ) (RU)"	A21D13/80	QB4A Государственная регистрация предоставления права использования по договору	17.01.2023 РД0419915	"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Юго-Западный государственный университет"" (RU)"	"Общество с ограниченной ответственностью ""АИ-Решения"" (RU)"	лицензионный	исключительная лицензия сроком на 5 лет на территории РФ.	нет данных об адресе																																																																																		
13	2768321	Блочный автоматизированный унифицированный тепловой пункт	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2768321&TypeFile=html	"Публичное акционерное общество ""Московская объединённая энергетическая компания"" (RU),Акционерное общество ""ТеконГруп"" (RU)"	F24D19/10	QB4A Государственная регистрация предоставления права использования по договору	25.01.2023 РД0420885	"Публичное акционерное общество ""Московская объединённая энергетическая компания"" (RU), Акционерное общество ""ТеконГруп"" (RU)"	"Общество с ограниченной ответственностью ""Завод БТП"" (RU)"	лицензионный	неисключительная лицензия сроком на 5 лет на территории РФ.	нет данных об адресе																																																																																		
14	2762383	ВЫПРЯМИТЕЛЬ ПЕРЕМЕННОГО ТОКА С НЕКОЛЛИНЕАРНОЙ НАМАГНИЧЕННОСТЬЮ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2762383&TypeFile=html	Общество с ограниченной ответственностью «Новые спинтронные технологии» (ООО «НСТ») (RU)	H01F10/32	QB4A Государственная регистрация залога (последующего залога) исключительного права по договору	21.04.2022 РД0394929	"Общество с ограниченной ответственностью ""Новые спинтронные технологии"" (RU)"	"""Газпромбанк"" (Акционерное общество) (RU)"	о залоге исключительного права		no_data																																																																																		
15	2762381	ВЫПРЯМИТЕЛЬ ПЕРЕМЕННОГО ТОКА НА БАЗЕ НЕОДНОРОДНОЙ ГЕТЕРОСТРУКТУРЫ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2762381&TypeFile=html	Общество с ограниченной ответственностью «Новые спинтронные технологии» (ООО «НСТ») (RU)	H01F10/32	QB4A Государственная регистрация залога (последующего залога) исключительного права по договору	21.04.2022 РД0394929	"Общество с ограниченной ответственностью ""Новые спинтронные технологии"" (RU)"	"""Газпромбанк"" (Акционерное общество) (RU)"	о залоге исключительного права		no_data																																																																																		
16	2760449	ГИБКАЯ ПОЛОСА ИЗ ПОЛИМЕРНОГО МАТЕРИАЛА, СОДЕРЖАЩАЯ АРМИРУЮЩИЕ ЭЛЕМЕНТЫ, СПОСОБ ЕЕ ИЗГОТОВЛЕНИЯ И ОБЪЕМНАЯ ЯЧЕИСТАЯ КОНСТРУКЦИЯ, ВЫПОЛНЕННАЯ С ЕЕ ИСПОЛЬЗОВАНИЕМ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2760449&TypeFile=html	Азарх Михаил Михайлович (RU)	E01C3/04	QB4A Государственная регистрация предоставления права использования по договору	23.03.2022 РД0391658	Азарх Михаил Михайлович (RU)	"Общество с ограниченной ответственностью ""ПРЕСТОРУСЬ"" (RU)"	лицензионный	неисключительная лицензия на срок до 21.05.2041 на территории РФ.	нет данных об адресе																																																																																		
17	2762571	ГИДРОКСИД АЛЮМИНИЯ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2762571&TypeFile=html	Акционерное общество «Газпромнефть - Омский НПЗ» (АО «Газпромнефть - ОНПЗ») (RU)	C01F7/44	QB4A Государственная регистрация предоставления права использования по договору	29.09.2022 РД0409726	"Акционерное общество ""Газпромнефть - Омский НПЗ"" (RU)"	"Общество с ограниченной ответственностью ""Газпромнефть - Каталитические системы"" (RU)"	лицензионный	неисключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе																																																																																		
18	2777176	ГОРЕЛОЧНОЕ УСТРОЙСТВО	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2777176&TypeFile=html	Федеральное государственное бюджетное учреждение науки Институт теплофизики им. С.С. Кутателадзе Сибирского отделения Российской академии наук (RU)	F23D14/02	QB4A Государственная регистрация предоставления права использования по договору	30.11.2022 РД0415942	Федеральное государственное бюджетное учреждение науки Институт теплофизики им. С.С. Кутателадзе Сибирского отделения Российской академии наук (RU)	"Общество с ограниченной ответственностью ""КОТЭС - Инновационные технологии"" (RU)"	лицензионный	неисключительная лицензия на срок до 30.04.2024 на территории РФ.	нет данных об адресе																																																																																		
19	2795245	ДЕМОНСТРАЦИОННЫЙ СИМУЛЯТОР СИСТЕМЫ КВАНТОВОГО РАСПРЕДЕЛЕНИЯ КЛЮЧА	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2795245&TypeFile=html	"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет имени М.В. Ломоносова"" (МГУ) (RU)"	H04L9/08	QB4A Государственная регистрация предоставления права использования по договору	29.10.2023 РД0447720	"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет имени М.В. Ломоносова"" (RU)"	"Акционерное общество ""Информационные технологии и коммуникационные системы"" (RU)"	лицензионный	неисключительная лицензия сроком на 5 лет на территории РФ.	нет данных об адресе																																																																																		
20	2775111	ЖГУТ КРОВООСТАНАВЛИВАЮЩИЙ ВЕНОЗНЫЙ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2775111&TypeFile=html	Михайлов Владимир Викторович (RU)	A61B17/132	QB4A Государственная регистрация предоставления права использования по договору	25.11.2022 РД0415270	Михайлов Владимир Викторович (RU)	"Общество с ограниченной ответственностью ""Предприятие ""ФЭСТ"" (RU)"	лицензионный	неисключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе																																																																																		
21	2791248	НОВЫЕ КОМПОЗИЦИИ 2,3-БИС-(ГИДРОКСИМЕТИЛ)ХИНОКСАЛИН 1,4-ДИ-N-ОКСИДА ДЛЯ МЕСТНОГО ПРИМЕНЕНИЯ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2791248&TypeFile=html	"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВАЛЕНТА-ИНТЕЛЛЕКТ"" (RU)"	A61K9/08	QB4A Государственная регистрация предоставления права использования по договору	30.05.2023 РД0433221	"Общество с ограниченной ответственностью ""Валента-Интеллект"" (RU)"	"Акционерное общество ""Валента Фармацевтика"" (RU)"	лицензионный	исключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе																																																																																		
22	2773306	ЗАЖИМ ДЛЯ ПРИСОЕДИНЕНИЯ ВНЕШНИХ ПРОВОДНИКОВ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2773306&TypeFile=html	Беляев Александр Николаевич (RU),Валиков Александр Владимирович (RU)	H01R4/50	QB4A Государственная регистрация предоставления права использования по договору	21.07.2022 РД0403340	Беляев Александр Николаевич (RU), Валиков Александр Владимирович (RU)	"Общество с ограниченной ответственностью ""Научно-производственное объединение ""МИР"" (RU)"	лицензионный	неисключительная лицензия на срок действия исключительного права на территории РФ.	нет данных об адресе																																																																																		
23	2772459	Звуковиброизолирующее устройство	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2772459&TypeFile=html	"Боганик Александр Генриевич (RU),Общество с ограниченной ответственностью ""Акустик Групп Маркетинг"" (RU)"	E04B1/82	QB4A Государственная регистрация предоставления права использования по договору	14.09.2023 РД0443332	"Боганик Александр Генриевич (RU), Общество с ограниченной ответственностью ""Акустик Групп Маркетинг"" (RU)"	"Общество с ограниченной ответственностью ""Акустик Ру"" (RU)"	лицензионный	неисключительная лицензия на срок по 19.10.2041 на территории РФ.	нет данных об адресе																																																																																		
24	2767483	Звукопоглощающая конструкция для авиационного двигателя	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2767483&TypeFile=html	"Акционерное общество ""Объединенная двигателестроительная корпорация"" (АО ""ОДК"") (RU)"	G10K11/172	QZ4A Внесение изменений в зарегистрированный договор	06.07.2018 РД0258043	"Акционерное общество ""Объединенная двигателестроительная корпорация"" (RU)"	"Акционерное общество ""ОДК-Авиадвигатель"" (RU)"	лицензионный   Дата внесения записи в Государственный реестр: 17.10.2022         Дата публикации и номер бюллетеня: 17.10.2022 Бюл. №29	no_data	no_data																																																																																		
25	2767483	Звукопоглощающая конструкция для авиационного двигателя	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2767483&TypeFile=html	"Акционерное общество ""Объединенная двигателестроительная корпорация"" (АО ""ОДК"") (RU)"	G10K11/172	QZ4A Внесение изменений в зарегистрированный договор	06.07.2018 РД0258043	"Акционерное общество ""Объединенная двигателестроительная корпорация"" (RU)"	"Акционерное общество ""ОДК-Авиадвигатель"" (RU)"	лицензионный   Дата внесения записи в Государственный реестр: 05.12.2022         Дата публикации и номер бюллетеня: 05.12.2022 Бюл. №34	no_data	no_data																																																																																		
26	2767483	Звукопоглощающая конструкция для авиационного двигателя	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2767483&TypeFile=html	"Акционерное общество ""Объединенная двигателестроительная корпорация"" (АО ""ОДК"") (RU)"	G10K11/172	QZ4A Внесение изменений в зарегистрированный договор	24.09.2018 РД0267473	"Акционерное общество ""ОДК - Авиадвигатель"" (RU)"	"Акционерное общество ""ОДК-Пермские моторы"" (RU)"	сублицензионный   Дата внесения записи в Государственный реестр: 19.12.2022         Дата публикации и номер бюллетеня: 19.12.2022 Бюл. №35	no_data	no_data																																																																																		
27	2767483	Звукопоглощающая конструкция для авиационного двигателя	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2767483&TypeFile=html	"Акционерное общество ""Объединенная двигателестроительная корпорация"" (АО ""ОДК"") (RU)"	G10K11/172	QZ4A Внесение изменений в зарегистрированный договор	24.09.2018 РД0267473	"Акционерное общество ""ОДК-Авиадвигатель"" (RU)"	"Акционерное общество ""ОДК-Пермские моторы"" (RU)"	сублицензионный   Дата внесения записи в Государственный реестр: 14.03.2023         Дата публикации и номер бюллетеня: 14.03.2023 Бюл. №8	no_data	no_data																																																																																		
28	2777712	Измерительный комплекс однониточной газоизмерительной станции	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2777712&TypeFile=html	Деревягин Александр Михайлович (RU)	G01F1/66	QB4A Государственная регистрация предоставления права использования по договору	28.12.2022 РД0418501	Деревягин Александр Михайлович (RU)	"Общество с ограниченной ответственностью ""Научно-производственное объединение ""Вымпел"" (RU)"	лицензионный	неисключительная лицензия на срок действия исключительного права на территории РФ.	нет данных об адресе																																																																																		
29	2774590	ИМПЛАНТИРУЕМЫЙ ПОЛЫЙ ПРОТЕЗ И СПОСОБ ФОРМИРОВАНИЯ КАРКАСА	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2774590&TypeFile=html	Дьякова Ирина Петровна (RU)	A61F2/02	QB4A Государственная регистрация предоставления права использования по договору	05.10.2022 РД0410244	Дьякова Ирина Петровна (RU)	"Акционерное общество ""Научно-производственный комплекс ""Экофлон"" (RU)"	лицензионный	неисключительная лицензия на срок действия исключительного права на территории РФ.	нет данных об адресе																																																																																		
30	2770911	Индукционный нагреватель текучих сред	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2770911&TypeFile=html	Бардокин Владислав Александрович (RU),Брагин Александр Николаевич (RU)	H05B6/10	QB4A Государственная регистрация предоставления права использования по договору	01.02.2023 РД0421507	Бардокин Владислав Александрович (RU), Брагин Александр Николаевич (RU)	"Общество с ограниченной ответственностью Научно-производственное предприятие ""Термические Технологии"" (RU)"	лицензионный	неисключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе																																																																																		
31	2777775	ИНТЕРМЕТАЛЛИДНЫЙ СПЛАВ НА ОСНОВЕ γ-TiAl ФАЗЫ ДЛЯ ИЗГОТОВЛЕНИЯ ЛОПАТКИ ТУРБИНЫ НИЗКОГО ДАВЛЕНИЯ ГАЗОТУРБИННОГО ДВИГАТЕЛЯ И СПОСОБ ИЗГОТОВЛЕНИЯ ЗАГОТОВКИ ЛОПАТКИ ИЗ ИНТЕРМЕТАЛЛИДНОГО СПЛАВА НА ОСНОВЕ γ-TiAl ФАЗЫ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2777775&TypeFile=html	"Акционерное общество ""Объединенная двигателестроительная корпорация"" (АО ""ОДК"") (RU)"	C22C14/00	QZ4A Внесение изменений в зарегистрированный договор	06.07.2018 РД0258043	"Акционерное общество ""Объединенная двигателестроительная корпорация"" (RU)"	"Акционерное общество ""ОДК-Авиадвигатель"" (RU)"	лицензионный   Дата внесения записи в Государственный реестр: 05.12.2022         Дата публикации и номер бюллетеня: 05.12.2022 Бюл. №34	no_data	no_data																																																																																		
32	2777775	ИНТЕРМЕТАЛЛИДНЫЙ СПЛАВ НА ОСНОВЕ γ-TiAl ФАЗЫ ДЛЯ ИЗГОТОВЛЕНИЯ ЛОПАТКИ ТУРБИНЫ НИЗКОГО ДАВЛЕНИЯ ГАЗОТУРБИННОГО ДВИГАТЕЛЯ И СПОСОБ ИЗГОТОВЛЕНИЯ ЗАГОТОВКИ ЛОПАТКИ ИЗ ИНТЕРМЕТАЛЛИДНОГО СПЛАВА НА ОСНОВЕ γ-TiAl ФАЗЫ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2777775&TypeFile=html	"Акционерное общество ""Объединенная двигателестроительная корпорация"" (АО ""ОДК"") (RU)"	C22C14/00	QZ4A Внесение изменений в зарегистрированный договор	24.09.2018 РД0267473	"Акционерное общество ""ОДК-Авиадвигатель"" (RU)"	"Акционерное общество ""ОДК-Пермские моторы"" (RU)"	сублицензионный   Дата внесения записи в Государственный реестр: 14.03.2023         Дата публикации и номер бюллетеня: 14.03.2023 Бюл. №8	no_data	no_data																																																																																		
33	2775871	КАМЕРА НАЛИВА ВОДЫ В ТАРУ ПОКУПАТЕЛЯ ВОДЫ В ПРОЦЕССЕ АКВАВЕНДИНГА	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2775871&TypeFile=html	Вяткин Вячеслав Владимирович (RU)	G07F13/00	QB4A Государственная регистрация предоставления права использования по договору	18.04.2023 РД0428961	Вяткин Вячеслав Владимирович (RU)	"Общество с ограниченной ответственностью ""Компания Живая вода"" (RU)"	лицензионный	неисключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе																																																																																		
34	2775871	КАМЕРА НАЛИВА ВОДЫ В ТАРУ ПОКУПАТЕЛЯ ВОДЫ В ПРОЦЕССЕ АКВАВЕНДИНГА	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2775871&TypeFile=html	Вяткин Вячеслав Владимирович (RU)	G07F13/00	QB4A Государственная регистрация предоставления права использования по договору	18.04.2023 РД0428963	Вяткин Вячеслав Владимирович (RU)	"Общество с ограниченной ответственностью ""Элив ватер экспорт"" (RU)"	лицензионный	неисключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе																																																																																		
35	2775872	КАМЕРА НАЛИВА ДЛЯ АКВАВЕНДИНГОВОГО АППАРАТА	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2775872&TypeFile=html	Вяткин Вячеслав Владимирович (RU)	G07F13/00	QB4A Государственная регистрация предоставления права использования по договору	18.04.2023 РД0428961	Вяткин Вячеслав Владимирович (RU)	"Общество с ограниченной ответственностью ""Компания Живая вода"" (RU)"	лицензионный	неисключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе																																																																																		
36	2775872	КАМЕРА НАЛИВА ДЛЯ АКВАВЕНДИНГОВОГО АППАРАТА	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2775872&TypeFile=html	Вяткин Вячеслав Владимирович (RU)	G07F13/00	QB4A Государственная регистрация предоставления права использования по договору	18.04.2023 РД0428963	Вяткин Вячеслав Владимирович (RU)	"Общество с ограниченной ответственностью ""Элив ватер экспорт"" (RU)"	лицензионный	неисключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе																																																																																		
37	2763889	КАТАЛИЗАТОР ГИДРООЧИСТКИ ДИЗЕЛЬНОГО ТОПЛИВА	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2763889&TypeFile=html	Акционерное общество «Газпромнефть - Омский НПЗ» (АО «Газпромнефть - ОНПЗ») (RU)	B01J23/882	QB4A Государственная регистрация предоставления права использования по договору	29.09.2022 РД0409726	"Акционерное общество ""Газпромнефть - Омский НПЗ"" (RU)"	"Общество с ограниченной ответственностью ""Газпромнефть - Каталитические системы"" (RU)"	лицензионный	неисключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе																																																																																		
38	2782791	КАТАЛИЗАТОР И СПОСОБ КАТАЛИТИЧЕСКОЙ БЕЗВОДОРОДНОЙ ДЕПАРАФИНИЗАЦИИ УГЛЕВОДОРОДНОГО СЫРЬЯ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2782791&TypeFile=html	Федеральное государственное бюджетное учреждение науки Институт элементоорганических соединений им. А.Н. Несмеянова Российской академии наук (ИНЭОС РАН) (RU)	B01J21/04	QB4A Государственная регистрация предоставления права использования по договору	14.04.2023 РД0428729	Федеральное государственное бюджетное учреждение науки Институт элементоорганических соединений им. А.Н. Несмеянова Российской академии наук (RU)	"Акционерное общество ""Новошахтинский завод нефтепродуктов"" (RU)"	лицензионный	исключительная лицензия сроком на 2 года на территории РФ.	нет данных об адресе																																																																																		
39	2782791	КАТАЛИЗАТОР И СПОСОБ КАТАЛИТИЧЕСКОЙ БЕЗВОДОРОДНОЙ ДЕПАРАФИНИЗАЦИИ УГЛЕВОДОРОДНОГО СЫРЬЯ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2782791&TypeFile=html	Федеральное государственное бюджетное учреждение науки Институт элементоорганических соединений им. А.Н. Несмеянова Российской академии наук (ИНЭОС РАН) (RU)	B01J21/04	QZ4A Внесение изменений в зарегистрированный договор	14.04.2023 РД0428729	Федеральное государственное бюджетное учреждение науки Институт элементоорганических соединений им. А.Н. Несмеянова Российской академии наук (RU)	"Акционерное общество ""Новошахтинский завод нефтепродуктов"" (RU)"	лицензионный   Дата внесения записи в Государственный реестр: 28.09.2023         Дата публикации и номер бюллетеня: 28.09.2023 Бюл. №28	no_data	no_data																																																																																		
40	2770602	КАТОДНОЕ УСТРОЙСТВО АЛЮМИНИЕВОГО ЭЛЕКТРОЛИЗЕРА	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2770602&TypeFile=html	"Общество с ограниченной ответственностью ""Объединенная Компания РУСАЛ Инженерно-технологический центр"" (RU)"	C25C3/10	QB4A Государственная регистрация предоставления права использования по договору	28.06.2023 РД0436009	"Общество с ограниченной ответственностью ""Объединенная Компания РУСАЛ Инженерно-технологический центр"" (RU)"	"Акционерное общество ""РУСАЛ Красноярский Алюминиевый завод"" (RU)"	лицензионный	неисключительная лицензия на срок действия патента на территории Красноярского края РФ.	нет данных об адресе																																																																																		
