	0	1	2	3	4	5	6	7	8	9	10	11
33	202924	ПРОТЕКТОР СКВАЖИННЫЙ МАЛОГАБАРИТНЫЙ ДЛЯ ЗАЩИТЫ ПОГРУЖНОГО КАБЕЛЯ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=202924&TypeFile=html	Гуреев Александр Александрович (RU)	E21B17/00	QB9K Государственная регистрация предоставления права использования по договору	12.07.2022 РД0402532	Гуреев Александр Александрович (RU)	"Общество с ограниченной ответственностью ""ТомПласт"" (RU)"	лицензионный	неисключительная лицензия на срок до 14.12.2030 на территории РФ.	нет данных об адресе
34	204565	ТОРМОЗНАЯ КОЛОДКА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТНОГО СРЕДСТВА	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=204565&TypeFile=html	"Акционерное общество ""Термостойкие изделия и инженерные разработки"" (АО ""ТИИР"") (RU)"	B61H1/00	PC9K Государственная регистрация отчуждения исключительного права по договору	29.11.2021 РД0381661	"Акционерное общество ""Термостойкие изделия и инженерные разработки"" (RU)"	"Публичное акционерное общество ""Уральский завод авто-текстильных изделий"" (RU)"	Договор отчуждения	нет данных об условиях	"624273, Свердловская обл., г. Асбест, ул. Плеханова, 64, ПАО ""УралАТИ"""
35	204560	ТОРМОЗНАЯ КОЛОДКА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТНОГО СРЕДСТВА	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=204560&TypeFile=html	"Акционерное общество ""Термостойкие изделия и инженерные разработки"" (АО ""ТИИР"") (RU)"	B61H1/00	PC9K Государственная регистрация отчуждения исключительного права по договору	29.11.2021 РД0381661	"Акционерное общество ""Термостойкие изделия и инженерные разработки"" (RU)"	"Публичное акционерное общество ""Уральский завод авто-текстильных изделий"" (RU)"	Договор отчуждения	нет данных об условиях	"624273, Свердловская обл., г. Асбест, ул. Плеханова, 64, ПАО ""УралАТИ"""
36	208786	АДРЕСНЫЙ ЛИНЕЙНЫЙ ТЕПЛОВОЙ ИЗВЕЩАТЕЛЬ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=208786&TypeFile=html	Осыка Алексей Александрович (RU)	H01B7/32	PC9K Государственная регистрация отчуждения исключительного права по договору	07.09.2022 РД0407480	Осыка Алексей Александрович (RU)	"Общество с ограниченной ответственностью ""ЦИФРОВЫЕ ТЕХНОЛОГИИ"" (RU)"	Договор отчуждения	нет данных об условиях	195256, Санкт-Петербург, пр. Науки, д. 53, кв. 86, для Корытовской Г.Ю.
37	204099	ТОРМОЗ ЭЛЕКТРОПНЕВМАТИЧЕСКИЙ ГРУЗОВОГО ВАГОНА	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=204099&TypeFile=html	РЕЙЛ 1520 АйПи ЛТД (CY)	B60T13/68	PC9K Государственная регистрация отчуждения исключительного права по договору	05.04.2023 РД0427888	РЕЙЛ 1520 АйПи ЛТД (CY)	"Общество с ограниченной ответственностью ""РЕЙЛ1520 АЙ ПИ"" (RU)"	Договор отчуждения	нет данных об условиях	"197046, г. Санкт-Петербург, Петроградская наб., д. 22, литер А, пом. 38-Н, ООО ""ВНИЦТТ"", патентно-информационный отдел"
38	204099	ТОРМОЗ ЭЛЕКТРОПНЕВМАТИЧЕСКИЙ ГРУЗОВОГО ВАГОНА	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=204099&TypeFile=html	РЕЙЛ 1520 АйПи ЛТД (CY)	B60T13/68	PC9K Государственная регистрация отчуждения исключительного права по договору	07.04.2023 РД0428079	РЕЙЛ 1520 АйПи ЛТД (CY)	"Общество с ограниченной ответственностью ""РЕЙЛ1520 АЙ ПИ"" (RU)"	Договор отчуждения	нет данных об условиях	"197046, г. Санкт-Петербург, Петроградская наб., д. 22, литер А, пом. 38-Н, ООО ""ВНИЦТТ"", патентно-информационный отдел"
39	204099	ТОРМОЗ ЭЛЕКТРОПНЕВМАТИЧЕСКИЙ ГРУЗОВОГО ВАГОНА	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=204099&TypeFile=html	РЕЙЛ 1520 АйПи ЛТД (CY)	B60T13/68	PC9K Государственная регистрация отчуждения исключительного права по договору	11.04.2023 РД0428310	РЕЙЛ 1520 АйПи ЛТД (CY)	"Общество с ограниченной ответственностью ""РЕЙЛ1520 АЙ ПИ"" (RU)"	Договор отчуждения	нет данных об условиях	"197046, г. Санкт-Петербург, Петроградская наб., д. 22, литер А, пом. 38-Н, ООО ""ВНИЦТТ"", патентно-информационный отдел"
40	204099	ТОРМОЗ ЭЛЕКТРОПНЕВМАТИЧЕСКИЙ ГРУЗОВОГО ВАГОНА	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=204099&TypeFile=html	РЕЙЛ 1520 АйПи ЛТД (CY)	B60T13/68	PC9K Государственная регистрация отчуждения исключительного права по договору	14.04.2023 РД0428674	РЕЙЛ 1520 АйПи ЛТД (CY)	"Общество с ограниченной ответственностью ""РЕЙЛ1520 АЙ ПИ"" (RU)"	Договор отчуждения	нет данных об условиях	"197046, г. Санкт-Петербург, Петроградская наб., д. 22, литер А, пом. 38-Н, ООО ""ВНИЦТТ"", патентно-информационный отдел"
41	204099	ТОРМОЗ ЭЛЕКТРОПНЕВМАТИЧЕСКИЙ ГРУЗОВОГО ВАГОНА	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=204099&TypeFile=html	РЕЙЛ 1520 АйПи ЛТД (CY)	B60T13/68	QB9K Государственная регистрация залога (последующего залога) исключительного права по договору	17.07.2023 РД0437806	"Общество с ограниченной ответственностью ""РЕЙЛ1520 АЙ ПИ"" (RU)"	"Публичное акционерное общество Национальный банк ""ТРАСТ"" (RU)"	о залоге исключительного права		no_data
42	204313	ВАГОН-ПЛАТФОРМА	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=204313&TypeFile=html	РЕЙЛ 1520 АйПи ЛТД (CY)	B61D3/00	PC9K Государственная регистрация отчуждения исключительного права по договору	05.04.2023 РД0427888	РЕЙЛ 1520 АйПи ЛТД (CY)	"Общество с ограниченной ответственностью ""РЕЙЛ1520 АЙ ПИ"" (RU)"	Договор отчуждения	нет данных об условиях	"197046, г. Санкт-Петербург, Петроградская наб., д. 22, литер А, пом. 38-Н, ООО ""ВНИЦТТ"", патентно-информационный отдел"
43	204313	ВАГОН-ПЛАТФОРМА	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=204313&TypeFile=html	РЕЙЛ 1520 АйПи ЛТД (CY)	B61D3/00	PC9K Государственная регистрация отчуждения исключительного права по договору	07.04.2023 РД0428079	РЕЙЛ 1520 АйПи ЛТД (CY)	"Общество с ограниченной ответственностью ""РЕЙЛ1520 АЙ ПИ"" (RU)"	Договор отчуждения	нет данных об условиях	"197046, г. Санкт-Петербург, Петроградская наб., д. 22, литер А, пом. 38-Н, ООО ""ВНИЦТТ"", патентно-информационный отдел"
